,quality,color
2141,6,white
2142,6,white
2143,6,white
2144,6,white
2145,6,white
2146,6,white
2147,7,white
2148,5,white
2149,7,white
2150,7,white
2151,7,white
2152,7,white
2153,7,white
2154,7,white
2155,5,white
2156,6,white
2157,5,white
2158,6,white
2159,7,white
2160,5,white
2161,6,white
2162,7,white
2163,5,white
2164,6,white
2165,6,white
2166,5,white
2167,6,white
2168,6,white
2169,5,white
2170,7,white
2171,5,white
2172,7,white
2173,7,white
2174,6,white
2175,6,white
2176,7,white
2177,7,white
2178,7,white
2179,5,white
2180,5,white
2181,6,white
2182,6,white
2183,7,white
2184,6,white
2185,6,white
2186,7,white
2187,7,white
2188,6,white
2189,5,white
2190,6,white
2191,5,white
2192,5,white
2193,5,white
2194,7,white
2195,5,white
2196,6,white
2197,8,white
2198,7,white
2199,6,white
2200,6,white
2201,5,white
2202,5,white
2203,6,white
2204,6,white
2205,5,white
2206,5,white
2207,5,white
2208,6,white
2209,8,white
2210,6,white
2211,5,white
2212,5,white
2213,5,white
2214,5,white
2215,7,white
2216,6,white
2217,6,white
2218,6,white
2219,5,white
2220,5,white
2221,6,white
2222,5,white
2223,5,white
2224,8,white
2225,4,white
2226,6,white
2227,6,white
2228,6,white
2229,5,white
2230,5,white
2231,6,white
2232,5,white
2233,6,white
2234,6,white
2235,7,white
2236,5,white
2237,5,white
2238,5,white
2239,7,white
2240,4,white
2241,6,white
2242,5,white
2243,5,white
2244,5,white
2245,4,white
2246,6,white
2247,5,white
2248,7,white
2249,7,white
2250,7,white
2251,7,white
2252,6,white
2253,7,white
2254,6,white
2255,6,white
2256,5,white
2257,5,white
2258,4,white
2259,5,white
2260,7,white
2261,4,white
2262,5,white
2263,6,white
2264,5,white
2265,6,white
2266,6,white
2267,6,white
2268,5,white
2269,6,white
2270,6,white
2271,8,white
2272,6,white
2273,5,white
2274,6,white
2275,6,white
2276,7,white
2277,7,white
2278,7,white
2279,5,white
2280,5,white
2281,6,white
2282,5,white
2283,5,white
2284,5,white
2285,7,white
2286,4,white
2287,6,white
2288,7,white
2289,4,white
2290,6,white
2291,5,white
2292,5,white
2293,6,white
2294,5,white
2295,6,white
2296,5,white
2297,5,white
2298,5,white
2299,5,white
2300,7,white
2301,4,white
2302,6,white
2303,6,white
2304,5,white
2305,5,white
2306,6,white
2307,6,white
2308,5,white
2309,5,white
2310,6,white
2311,6,white
2312,5,white
2313,6,white
2314,7,white
2315,6,white
2316,5,white
2317,7,white
2318,7,white
2319,5,white
2320,5,white
2321,6,white
2322,8,white
2323,7,white
2324,5,white
2325,7,white
2326,5,white
2327,5,white
2328,5,white
2329,6,white
2330,6,white
2331,7,white
2332,6,white
2333,5,white
2334,6,white
2335,6,white
2336,5,white
2337,7,white
2338,6,white
2339,3,white
2340,6,white
2341,6,white
2342,5,white
2343,5,white
2344,6,white
2345,6,white
2346,6,white
2347,6,white
2348,6,white
2349,6,white
2350,6,white
2351,6,white
2352,6,white
2353,5,white
2354,7,white
2355,5,white
2356,6,white
2357,7,white
2358,7,white
2359,6,white
2360,6,white
2361,5,white
2362,6,white
2363,6,white
2364,6,white
2365,5,white
2366,6,white
2367,7,white
2368,7,white
2369,7,white
2370,7,white
2371,7,white
2372,5,white
2373,9,white
2374,6,white
2375,6,white
2376,5,white
2377,7,white
2378,8,white
2379,4,white
2380,6,white
2381,7,white
2382,8,white
2383,5,white
2384,6,white
2385,6,white
2386,6,white
2387,7,white
2388,6,white
2389,6,white
2390,7,white
2391,5,white
2392,7,white
2393,5,white
2394,5,white
2395,6,white
2396,6,white
2397,6,white
2398,8,white
2399,6,white
2400,5,white
2401,5,white
2402,7,white
2403,6,white
2404,6,white
2405,5,white
2406,6,white
2407,6,white
2408,6,white
2409,5,white
2410,6,white
2411,7,white
2412,6,white
2413,6,white
2414,5,white
2415,5,white
2416,5,white
2417,5,white
2418,5,white
2419,9,white
2420,6,white
2421,5,white
2422,6,white
2423,5,white
2424,6,white
2425,6,white
2426,9,white
2427,7,white
2428,7,white
2429,6,white
2430,4,white
2431,8,white
2432,6,white
2433,6,white
2434,8,white
2435,8,white
2436,8,white
2437,8,white
2438,7,white
2439,7,white
2440,7,white
2441,7,white
2442,7,white
2443,8,white
2444,8,white
2445,5,white
2446,5,white
2447,7,white
2448,6,white
2449,7,white
2450,5,white
2451,7,white
2452,5,white
2453,7,white
2454,7,white
2455,5,white
2456,5,white
2457,7,white
2458,5,white
2459,8,white
2460,7,white
2461,6,white
2462,6,white
2463,5,white
2464,6,white
2465,7,white
2466,8,white
2467,7,white
2468,6,white
2469,5,white
2470,5,white
2471,6,white
2472,3,white
2473,5,white
2474,7,white
2475,9,white
2476,6,white
2477,6,white
2478,8,white
2479,7,white
2480,6,white
2481,6,white
2482,6,white
2483,6,white
2484,7,white
2485,6,white
2486,7,white
2487,6,white
2488,7,white
2489,6,white
2490,7,white
2491,5,white
2492,7,white
2493,7,white
2494,6,white
2495,6,white
2496,6,white
2497,6,white
2498,6,white
2499,7,white
2500,6,white
2501,5,white
2502,6,white
2503,8,white
2504,4,white
2505,4,white
2506,8,white
2507,4,white
2508,5,white
2509,5,white
2510,5,white
2511,5,white
2512,5,white
2513,4,white
2514,5,white
2515,7,white
2516,6,white
2517,6,white
2518,7,white
2519,7,white
2520,6,white
2521,6,white
2522,6,white
2523,8,white
2524,5,white
2525,5,white
2526,7,white
2527,5,white
2528,5,white
2529,7,white
2530,5,white
2531,6,white
2532,5,white
2533,5,white
2534,5,white
2535,5,white
2536,5,white
2537,6,white
2538,7,white
2539,5,white
2540,6,white
2541,7,white
2542,7,white
2543,7,white
2544,7,white
2545,5,white
2546,5,white
2547,4,white
2548,5,white
2549,5,white
2550,6,white
2551,6,white
2552,5,white
2553,6,white
2554,5,white
2555,5,white
2556,7,white
2557,7,white
2558,6,white
2559,6,white
2560,7,white
2561,6,white
2562,6,white
2563,6,white
2564,5,white
2565,6,white
2566,6,white
2567,7,white
2568,7,white
2569,7,white
2570,7,white
2571,6,white
2572,7,white
2573,6,white
2574,5,white
2575,6,white
2576,5,white
2577,7,white
2578,5,white
2579,6,white
2580,7,white
2581,6,white
2582,6,white
2583,5,white
2584,6,white
2585,6,white
2586,6,white
2587,5,white
2588,7,white
2589,6,white
2590,4,white
2591,5,white
2592,4,white
2593,6,white
2594,6,white
2595,5,white
2596,6,white
2597,6,white
2598,7,white
2599,7,white
2600,5,white
2601,6,white
2602,7,white
2603,6,white
2604,6,white
2605,6,white
2606,5,white
2607,7,white
2608,6,white
2609,6,white
2610,7,white
2611,6,white
2612,5,white
2613,5,white
2614,5,white
2615,5,white
2616,6,white
2617,6,white
2618,6,white
2619,7,white
2620,7,white
2621,8,white
2622,6,white
2623,6,white
2624,6,white
2625,6,white
2626,4,white
2627,7,white
2628,4,white
2629,6,white
2630,6,white
2631,6,white
2632,6,white
2633,3,white
2634,6,white
2635,5,white
2636,5,white
2637,7,white
2638,5,white
2639,4,white
2640,5,white
2641,4,white
2642,5,white
2643,7,white
2644,5,white
2645,5,white
2646,5,white
2647,5,white
2648,6,white
2649,5,white
2650,6,white
2651,5,white
2652,4,white
2653,5,white
2654,5,white
2655,6,white
2656,5,white
2657,6,white
2658,4,white
2659,7,white
2660,5,white
2661,5,white
2662,5,white
2663,6,white
2664,5,white
2665,6,white
2666,7,white
2667,7,white
2668,6,white
2669,7,white
2670,5,white
2671,7,white
2672,5,white
2673,6,white
2674,7,white
2675,6,white
2676,5,white
2677,5,white
2678,6,white
2679,7,white
2680,6,white
2681,6,white
2682,6,white
2683,7,white
2684,5,white
2685,8,white
2686,8,white
2687,6,white
2688,7,white
2689,6,white
2690,6,white
2691,6,white
2692,7,white
2693,5,white
2694,8,white
2695,6,white
2696,7,white
2697,6,white
2698,7,white
2699,6,white
2700,6,white
2701,5,white
2702,5,white
2703,5,white
2704,7,white
2705,8,white
2706,7,white
2707,7,white
2708,4,white
2709,7,white
2710,6,white
2711,6,white
2712,5,white
2713,4,white
2714,8,white
2715,5,white
2716,5,white
2717,5,white
2718,5,white
2719,6,white
2720,6,white
2721,7,white
2722,5,white
2723,5,white
2724,6,white
2725,7,white
2726,7,white
2727,5,white
2728,7,white
2729,6,white
2730,6,white
2731,5,white
2732,5,white
2733,5,white
2734,6,white
2735,8,white
2736,8,white
2737,5,white
2738,5,white
2739,6,white
2740,5,white
2741,5,white
2742,5,white
2743,5,white
2744,5,white
2745,5,white
2746,5,white
2747,6,white
2748,5,white
2749,5,white
2750,5,white
2751,4,white
2752,6,white
2753,4,white
2754,4,white
2755,6,white
2756,6,white
2757,6,white
2758,6,white
2759,6,white
2760,6,white
2761,7,white
2762,6,white
2763,6,white
2764,5,white
2765,5,white
2766,6,white
2767,5,white
2768,6,white
2769,6,white
2770,5,white
2771,6,white
2772,5,white
2773,6,white
2774,5,white
2775,7,white
2776,6,white
2777,5,white
2778,5,white
2779,5,white
2780,6,white
2781,5,white
2782,6,white
2783,7,white
2784,5,white
2785,5,white
2786,8,white
2787,6,white
2788,5,white
2789,6,white
2790,7,white
2791,6,white
2792,7,white
2793,6,white
2794,6,white
2795,7,white
2796,7,white
2797,6,white
2798,7,white
2799,6,white
2800,7,white
2801,5,white
2802,6,white
2803,6,white
2804,5,white
2805,6,white
2806,5,white
2807,6,white
2808,6,white
2809,6,white
2810,5,white
2811,6,white
2812,6,white
2813,6,white
2814,5,white
2815,8,white
2816,5,white
2817,8,white
2818,8,white
2819,6,white
2820,7,white
2821,6,white
2822,5,white
2823,7,white
2824,6,white
2825,7,white
2826,5,white
2827,6,white
2828,3,white
2829,6,white
2830,7,white
2831,7,white
2832,6,white
2833,6,white
2834,5,white
2835,6,white
2836,5,white
2837,7,white
2838,5,white
2839,6,white
2840,7,white
2841,7,white
2842,7,white
2843,5,white
2844,4,white
2845,7,white
2846,6,white
2847,7,white
2848,5,white
2849,7,white
2850,5,white
2851,6,white
2852,7,white
2853,5,white
2854,6,white
2855,6,white
2856,6,white
2857,6,white
2858,6,white
2859,6,white
2860,6,white
2861,6,white
2862,6,white
2863,5,white
2864,7,white
2865,8,white
2866,7,white
2867,5,white
2868,6,white
2869,7,white
2870,5,white
2871,5,white
2872,5,white
2873,6,white
2874,6,white
2875,7,white
2876,5,white
2877,6,white
2878,6,white
2879,6,white
2880,7,white
2881,5,white
2882,8,white
2883,7,white
2884,6,white
2885,7,white
2886,7,white
2887,7,white
2888,6,white
2889,6,white
2890,6,white
2891,6,white
2892,4,white
2893,4,white
2894,6,white
2895,6,white
2896,7,white
2897,6,white
2898,5,white
2899,6,white
2900,5,white
2901,6,white
2902,6,white
2903,5,white
2904,7,white
2905,8,white
2906,5,white
2907,6,white
2908,6,white
2909,6,white
2910,6,white
2911,5,white
2912,5,white
2913,6,white
2914,6,white
2915,6,white
2916,5,white
2917,6,white
2918,5,white
2919,6,white
2920,6,white
2921,6,white
2922,5,white
2923,6,white
2924,7,white
2925,6,white
2926,6,white
2927,6,white
2928,5,white
2929,5,white
2930,6,white
2931,7,white
2932,8,white
2933,6,white
2934,6,white
2935,8,white
2936,5,white
2937,5,white
2938,6,white
2939,6,white
2940,5,white
2941,6,white
2942,6,white
2943,8,white
2944,8,white
2945,7,white
2946,7,white
2947,8,white
2948,4,white
2949,7,white
2950,7,white
2951,6,white
2952,5,white
2953,5,white
2954,5,white
2955,6,white
2956,6,white
2957,8,white
2958,7,white
2959,6,white
2960,7,white
2961,7,white
2962,4,white
2963,5,white
2964,7,white
2965,6,white
2966,5,white
2967,6,white
2968,5,white
2969,6,white
2970,7,white
2971,6,white
2972,6,white
2973,7,white
2974,7,white
2975,6,white
2976,6,white
2977,7,white
2978,6,white
2979,7,white
2980,7,white
2981,6,white
2982,6,white
2983,6,white
2984,5,white
2985,7,white
2986,6,white
2987,7,white
2988,6,white
2989,6,white
2990,6,white
2991,6,white
2992,6,white
2993,7,white
2994,7,white
2995,7,white
2996,7,white
2997,7,white
2998,6,white
2999,7,white
3000,6,white
3001,8,white
3002,8,white
3003,5,white
3004,4,white
3005,8,white
3006,6,white
3007,7,white
3008,6,white
3009,6,white
3010,6,white
3011,8,white
3012,6,white
3013,6,white
3014,5,white
3015,6,white
3016,3,white
3017,5,white
3018,7,white
3019,4,white
3020,6,white
3021,5,white
3022,4,white
3023,6,white
3024,6,white
3025,6,white
3026,5,white
3027,7,white
3028,5,white
3029,4,white
3030,5,white
3031,7,white
3032,6,white
3033,5,white
3034,5,white
3035,5,white
3036,7,white
3037,5,white
3038,5,white
3039,5,white
3040,5,white
3041,5,white
3042,6,white
3043,6,white
3044,6,white
3045,6,white
3046,6,white
3047,6,white
3048,6,white
3049,6,white
3050,5,white
3051,6,white
3052,7,white
3053,5,white
3054,5,white
3055,6,white
3056,6,white
3057,6,white
3058,6,white
3059,6,white
3060,6,white
3061,6,white
3062,6,white
3063,8,white
3064,5,white
3065,6,white
3066,7,white
3067,5,white
3068,5,white
3069,7,white
3070,6,white
3071,5,white
3072,6,white
3073,4,white
3074,6,white
3075,5,white
3076,6,white
3077,6,white
3078,6,white
3079,6,white
3080,6,white
3081,6,white
3082,4,white
3083,3,white
3084,6,white
3085,6,white
3086,6,white
3087,6,white
3088,5,white
3089,6,white
3090,5,white
3091,5,white
3092,8,white
3093,8,white
3094,7,white
3095,5,white
3096,7,white
3097,6,white
3098,6,white
3099,7,white
3100,5,white
3101,5,white
3102,7,white
3103,8,white
3104,7,white
3105,6,white
3106,6,white
3107,6,white
3108,5,white
3109,5,white
3110,6,white
3111,7,white
3112,6,white
3113,7,white
3114,6,white
3115,6,white
3116,6,white
3117,6,white
3118,5,white
3119,6,white
3120,5,white
3121,5,white
3122,6,white
3123,6,white
3124,5,white
3125,6,white
3126,6,white
3127,6,white
3128,6,white
3129,5,white
3130,7,white
3131,7,white
3132,6,white
3133,6,white
3134,6,white
3135,5,white
3136,6,white
3137,6,white
3138,6,white
3139,6,white
3140,4,white
3141,6,white
3142,6,white
3143,5,white
3144,6,white
3145,6,white
3146,6,white
3147,6,white
3148,6,white
3149,6,white
3150,6,white
3151,7,white
3152,7,white
3153,7,white
3154,7,white
3155,6,white
3156,6,white
3157,4,white
3158,4,white
3159,6,white
3160,5,white
3161,7,white
3162,6,white
3163,5,white
3164,6,white
3165,5,white
3166,5,white
3167,6,white
3168,5,white
3169,5,white
3170,6,white
3171,6,white
3172,5,white
3173,4,white
3174,6,white
3175,6,white
3176,4,white
3177,5,white
3178,4,white
3179,5,white
3180,6,white
3181,7,white
3182,5,white
3183,6,white
3184,5,white
3185,5,white
3186,6,white
3187,5,white
3188,6,white
3189,6,white
3190,6,white
3191,6,white
3192,6,white
3193,6,white
3194,6,white
3195,5,white
3196,6,white
3197,6,white
3198,6,white
3199,6,white
3200,6,white
3201,5,white
3202,7,white
3203,5,white
3204,9,white
3205,6,white
3206,7,white
3207,5,white
3208,7,white
3209,6,white
3210,6,white
3211,7,white
3212,7,white
3213,5,white
3214,6,white
3215,6,white
3216,6,white
3217,6,white
3218,8,white
3219,7,white
3220,5,white
3221,6,white
3222,6,white
3223,7,white
3224,6,white
3225,6,white
3226,5,white
3227,6,white
3228,6,white
3229,5,white
3230,6,white
3231,8,white
3232,7,white
3233,6,white
3234,6,white
3235,5,white
3236,6,white
3237,5,white
3238,5,white
3239,5,white
3240,6,white
3241,7,white
3242,7,white
3243,7,white
3244,7,white
3245,6,white
3246,7,white
3247,5,white
3248,4,white
3249,7,white
3250,6,white
3251,4,white
3252,6,white
3253,5,white
3254,5,white
3255,5,white
3256,6,white
3257,5,white
3258,5,white
3259,6,white
3260,6,white
3261,7,white
3262,6,white
3263,4,white
3264,8,white
3265,5,white
3266,6,white
3267,7,white
3268,6,white
3269,6,white
3270,7,white
3271,5,white
3272,5,white
3273,6,white
3274,5,white
3275,7,white
3276,6,white
3277,6,white
3278,5,white
3279,5,white
3280,6,white
3281,7,white
3282,7,white
3283,7,white
3284,7,white
3285,5,white
3286,7,white
3287,3,white
3288,6,white
3289,4,white
3290,7,white
3291,6,white
3292,5,white
3293,6,white
3294,6,white
3295,6,white
3296,6,white
3297,6,white
3298,6,white
3299,6,white
3300,5,white
3301,4,white
3302,5,white
3303,5,white
3304,6,white
3305,6,white
3306,5,white
3307,4,white
3308,5,white
3309,5,white
3310,5,white
3311,6,white
3312,6,white
3313,5,white
3314,8,white
3315,6,white
3316,6,white
3317,4,white
3318,6,white
3319,7,white
3320,7,white
3321,6,white
3322,8,white
3323,6,white
3324,6,white
3325,6,white
3326,6,white
3327,5,white
3328,6,white
3329,6,white
3330,6,white
3331,5,white
3332,6,white
3333,6,white
3334,6,white
3335,5,white
3336,6,white
3337,5,white
3338,4,white
3339,6,white
3340,6,white
3341,6,white
3342,6,white
3343,5,white
3344,5,white
3345,5,white
3346,6,white
3347,5,white
3348,6,white
3349,6,white
3350,7,white
3351,6,white
3352,7,white
3353,6,white
3354,6,white
3355,5,white
3356,5,white
3357,5,white
3358,5,white
3359,6,white
3360,6,white
3361,7,white
3362,6,white
3363,5,white
3364,5,white
3365,5,white
3366,5,white
3367,5,white
3368,7,white
3369,6,white
3370,6,white
3371,6,white
3372,6,white
3373,6,white
3374,6,white
3375,5,white
3376,6,white
3377,8,white
3378,8,white
3379,5,white
3380,4,white
3381,6,white
3382,6,white
3383,7,white
3384,6,white
3385,7,white
3386,7,white
3387,5,white
3388,7,white
3389,5,white
3390,5,white
3391,6,white
3392,5,white
3393,5,white
3394,6,white
3395,5,white
3396,8,white
3397,6,white
3398,6,white
3399,6,white
3400,5,white
3401,6,white
3402,6,white
3403,6,white
3404,5,white
3405,5,white
3406,6,white
3407,5,white
3408,6,white
3409,6,white
3410,5,white
3411,6,white
3412,6,white
3413,7,white
3414,6,white
3415,7,white
3416,4,white
3417,6,white
3418,6,white
3419,6,white
3420,5,white
3421,7,white
3422,6,white
3423,5,white
3424,5,white
3425,5,white
3426,6,white
3427,6,white
3428,7,white
3429,7,white
3430,7,white
3431,7,white
3432,7,white
3433,6,white
3434,5,white
3435,6,white
3436,7,white
3437,6,white
3438,6,white
3439,5,white
3440,7,white
3441,6,white
3442,6,white
3443,6,white
3444,5,white
3445,5,white
3446,5,white
3447,5,white
3448,6,white
3449,7,white
3450,6,white
3451,7,white
3452,5,white
3453,7,white
3454,6,white
3455,4,white
3456,5,white
3457,5,white
3458,6,white
3459,6,white
3460,6,white
3461,7,white
3462,5,white
3463,6,white
3464,6,white
3465,6,white
3466,6,white
3467,7,white
3468,7,white
3469,6,white
3470,6,white
3471,5,white
3472,5,white
3473,5,white
3474,5,white
3475,6,white
3476,6,white
3477,6,white
3478,6,white
3479,5,white
3480,6,white
3481,5,white
3482,5,white
3483,5,white
3484,6,white
3485,5,white
3486,5,white
3487,5,white
3488,5,white
3489,5,white
3490,5,white
3491,5,white
3492,5,white
3493,5,white
3494,6,white
3495,6,white
3496,6,white
3497,6,white
3498,7,white
3499,6,white
3500,5,white
3501,6,white
3502,5,white
3503,6,white
3504,6,white
3505,5,white
3506,7,white
3507,7,white
3508,5,white
3509,5,white
3510,6,white
3511,6,white
3512,6,white
3513,6,white
3514,7,white
3515,5,white
3516,6,white
3517,6,white
3518,6,white
3519,7,white
3520,5,white
3521,5,white
3522,5,white
3523,4,white
3524,6,white
3525,6,white
3526,5,white
3527,6,white
3528,5,white
3529,6,white
3530,3,white
3531,6,white
3532,5,white
3533,6,white
3534,5,white
3535,6,white
3536,7,white
3537,5,white
3538,5,white
3539,5,white
3540,5,white
3541,5,white
3542,5,white
3543,5,white
3544,6,white
3545,6,white
3546,5,white
3547,7,white
3548,5,white
3549,5,white
3550,4,white
3551,7,white
3552,6,white
3553,5,white
3554,5,white
3555,5,white
3556,6,white
3557,6,white
3558,5,white
3559,5,white
3560,5,white
3561,5,white
3562,6,white
3563,5,white
3564,6,white
3565,6,white
3566,7,white
3567,6,white
3568,7,white
3569,6,white
3570,7,white
3571,5,white
3572,5,white
3573,5,white
3574,6,white
3575,5,white
3576,6,white
3577,6,white
3578,6,white
3579,8,white
3580,8,white
3581,8,white
3582,8,white
3583,8,white
3584,6,white
3585,6,white
3586,5,white
3587,6,white
3588,7,white
3589,4,white
3590,8,white
3591,5,white
3592,6,white
3593,6,white
3594,6,white
3595,6,white
3596,6,white
3597,6,white
3598,6,white
3599,5,white
3600,5,white
3601,6,white
3602,6,white
3603,6,white
3604,6,white
3605,6,white
3606,6,white
3607,5,white
3608,7,white
3609,6,white
3610,5,white
3611,5,white
3612,6,white
3613,5,white
3614,6,white
3615,7,white
3616,5,white
3617,7,white
3618,6,white
3619,6,white
3620,6,white
3621,6,white
3622,6,white
3623,5,white
3624,5,white
3625,5,white
3626,5,white
3627,6,white
3628,6,white
3629,6,white
3630,5,white
3631,6,white
3632,5,white
3633,5,white
3634,5,white
3635,6,white
3636,5,white
3637,5,white
3638,5,white
3639,6,white
3640,5,white
3641,6,white
3642,6,white
3643,6,white
3644,5,white
3645,5,white
3646,5,white
3647,5,white
3648,7,white
3649,3,white
3650,5,white
3651,5,white
3652,5,white
3653,5,white
3654,6,white
3655,5,white
3656,7,white
3657,5,white
3658,5,white
3659,5,white
3660,6,white
3661,5,white
3662,5,white
3663,6,white
3664,5,white
3665,5,white
3666,5,white
3667,6,white
3668,7,white
3669,6,white
3670,6,white
3671,5,white
3672,5,white
3673,6,white
3674,5,white
3675,5,white
3676,6,white
3677,6,white
3678,4,white
3679,5,white
3680,5,white
3681,6,white
3682,5,white
3683,6,white
3684,6,white
3685,5,white
3686,6,white
3687,6,white
3688,6,white
3689,5,white
3690,5,white
3691,5,white
3692,5,white
3693,5,white
3694,5,white
3695,5,white
3696,5,white
3697,6,white
3698,5,white
3699,5,white
3700,6,white
3701,5,white
3702,5,white
3703,5,white
3704,5,white
3705,5,white
3706,6,white
3707,6,white
3708,6,white
3709,5,white
3710,5,white
3711,5,white
3712,5,white
3713,6,white
3714,5,white
3715,4,white
3716,5,white
3717,6,white
3718,4,white
3719,5,white
3720,7,white
3721,5,white
3722,5,white
3723,7,white
3724,5,white
3725,5,white
3726,5,white
3727,6,white
3728,5,white
3729,5,white
3730,6,white
3731,6,white
3732,6,white
3733,6,white
3734,5,white
3735,6,white
3736,5,white
3737,5,white
3738,5,white
3739,5,white
3740,5,white
3741,5,white
3742,7,white
3743,6,white
3744,6,white
3745,6,white
3746,5,white
3747,5,white
3748,6,white
3749,6,white
3750,5,white
3751,6,white
3752,6,white
3753,4,white
3754,5,white
3755,4,white
3756,6,white
3757,6,white
3758,4,white
3759,6,white
3760,7,white
3761,6,white
3762,6,white
3763,5,white
3764,5,white
3765,5,white
3766,7,white
3767,7,white
3768,7,white
3769,7,white
3770,7,white
3771,5,white
3772,5,white
3773,7,white
3774,7,white
3775,5,white
3776,7,white
3777,5,white
3778,6,white
3779,6,white
3780,6,white
3781,5,white
3782,5,white
3783,6,white
3784,7,white
3785,5,white
3786,5,white
3787,6,white
3788,6,white
3789,6,white
3790,5,white
3791,6,white
3792,6,white
3793,6,white
3794,5,white
3795,6,white
3796,6,white
3797,5,white
3798,6,white
3799,5,white
3800,6,white
3801,5,white
3802,5,white
3803,5,white
3804,5,white
3805,6,white
3806,7,white
3807,5,white
3808,6,white
3809,7,white
3810,6,white
3811,6,white
3812,6,white
3813,5,white
3814,6,white
3815,5,white
3816,6,white
3817,6,white
3818,7,white
3819,6,white
3820,6,white
3821,7,white
3822,6,white
3823,7,white
3824,4,white
3825,5,white
3826,5,white
3827,7,white
3828,6,white
3829,7,white
3830,6,white
3831,6,white
3832,5,white
3833,5,white
3834,6,white
3835,5,white
3836,4,white
3837,6,white
3838,6,white
3839,5,white
3840,5,white
3841,5,white
3842,5,white
3843,5,white
3844,7,white
3845,4,white
3846,6,white
3847,6,white
3848,5,white
3849,6,white
3850,7,white
3851,5,white
3852,5,white
3853,6,white
3854,6,white
3855,5,white
3856,6,white
3857,5,white
3858,6,white
3859,5,white
3860,6,white
3861,6,white
3862,5,white
3863,6,white
3864,5,white
3865,5,white
3866,6,white
3867,6,white
3868,6,white
3869,7,white
3870,6,white
3871,6,white
3872,5,white
3873,7,white
3874,4,white
3875,6,white
3876,6,white
3877,6,white
3878,5,white
3879,6,white
3880,6,white
3881,5,white
3882,5,white
3883,5,white
3884,5,white
3885,5,white
3886,5,white
3887,5,white
3888,7,white
3889,7,white
3890,6,white
3891,6,white
3892,7,white
3893,7,white
3894,6,white
3895,7,white
3896,6,white
3897,8,white
3898,7,white
3899,7,white
3900,5,white
3901,5,white
3902,5,white
3903,6,white
3904,7,white
3905,5,white
3906,5,white
3907,5,white
3908,6,white
3909,5,white
3910,7,white
3911,5,white
3912,7,white
3913,6,white
3914,6,white
3915,7,white
3916,5,white
3917,4,white
3918,7,white
3919,6,white
3920,5,white
3921,6,white
3922,6,white
3923,5,white
3924,6,white
3925,5,white
3926,6,white
3927,5,white
3928,5,white
3929,6,white
3930,5,white
3931,6,white
3932,8,white
3933,5,white
3934,5,white
3935,5,white
3936,4,white
3937,5,white
3938,6,white
3939,6,white
3940,5,white
3941,8,white
3942,5,white
3943,6,white
3944,6,white
3945,4,white
3946,6,white
3947,6,white
3948,5,white
3949,5,white
3950,6,white
3951,6,white
3952,7,white
3953,6,white
3954,7,white
3955,6,white
3956,5,white
3957,5,white
3958,5,white
3959,6,white
3960,5,white
3961,6,white
3962,5,white
3963,5,white
3964,5,white
3965,5,white
3966,6,white
3967,6,white
3968,6,white
3969,7,white
3970,5,white
3971,4,white
3972,3,white
3973,6,white
3974,6,white
3975,6,white
3976,6,white
3977,5,white
3978,4,white
3979,4,white
3980,6,white
3981,8,white
3982,6,white
3983,8,white
3984,5,white
3985,4,white
3986,4,white
3987,4,white
3988,8,white
3989,8,white
3990,6,white
3991,7,white
3992,6,white
3993,5,white
3994,5,white
3995,5,white
3996,6,white
3997,6,white
3998,6,white
3999,4,white
4000,4,white
4001,6,white
4002,6,white
4003,5,white
4004,5,white
4005,6,white
4006,6,white
4007,5,white
4008,4,white
4009,6,white
4010,6,white
4011,4,white
4012,4,white
4013,4,white
4014,5,white
4015,6,white
4016,5,white
4017,5,white
4018,5,white
4019,7,white
4020,5,white
4021,5,white
4022,6,white
4023,5,white
4024,6,white
4025,6,white
4026,6,white
4027,6,white
4028,6,white
4029,5,white
4030,5,white
4031,5,white
4032,6,white
4033,6,white
4034,4,white
4035,5,white
4036,6,white
4037,5,white
4038,6,white
4039,5,white
4040,6,white
4041,5,white
4042,5,white
4043,5,white
4044,5,white
4045,5,white
4046,6,white
4047,6,white
4048,6,white
4049,5,white
4050,5,white
4051,7,white
4052,6,white
4053,5,white
4054,6,white
4055,6,white
4056,6,white
4057,6,white
4058,5,white
4059,5,white
4060,5,white
4061,5,white
4062,7,white
4063,5,white
4064,5,white
4065,5,white
4066,6,white
4067,6,white
4068,5,white
4069,5,white
4070,7,white
4071,6,white
4072,6,white
4073,7,white
4074,5,white
4075,6,white
4076,7,white
4077,6,white
4078,6,white
4079,5,white
4080,6,white
4081,6,white
4082,6,white
4083,5,white
4084,6,white
4085,5,white
4086,6,white
4087,6,white
4088,6,white
4089,6,white
4090,5,white
4091,6,white
4092,4,white
4093,4,white
4094,5,white
4095,5,white
4096,5,white
4097,5,white
4098,6,white
4099,5,white
4100,5,white
4101,4,white
4102,4,white
4103,6,white
4104,6,white
4105,6,white
4106,7,white
4107,6,white
4108,5,white
4109,6,white
4110,6,white
4111,6,white
4112,5,white
4113,7,white
4114,7,white
4115,6,white
4116,6,white
4117,7,white
4118,5,white
4119,5,white
4120,7,white
4121,8,white
4122,5,white
4123,5,white
4124,8,white
4125,7,white
4126,6,white
4127,6,white
4128,5,white
4129,6,white
4130,4,white
4131,4,white
4132,5,white
4133,7,white
4134,6,white
4135,6,white
4136,6,white
4137,6,white
4138,5,white
4139,5,white
